Mode XML Parameters
ACO
maxNumIterations	35
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	15
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze110_10_8.mz	110	10	8	49	51	8.653061224489797
maze110_10_9.mz	110	10	9	38	62	10.105263157894736
maze120_5_0.mz	120	5	0	2	98	15.0
maze120_5_1.mz	120	5	1	24	76	12.75
maze120_5_2.mz	120	5	2	14	86	15.285714285714286
maze120_5_3.mz	120	5	3	29	71	14.862068965517242
maze120_5_4.mz	120	5	4	79	21	8.278481012658228
maze120_5_5.mz	120	5	5	22	78	10.545454545454545
maze120_5_6.mz	120	5	6	39	61	11.23076923076923
maze120_5_7.mz	120	5	7	36	64	11.833333333333334
maze120_5_8.mz	120	5	8	42	58	8.095238095238095
maze120_5_9.mz	120	5	9	72	28	6.972222222222222
maze120_10_0.mz	120	10	0	87	13	3.3793103448275863
maze120_10_1.mz	120	10	1	56	44	9.214285714285714
maze120_10_2.mz	120	10	2	74	26	5.391891891891892
maze120_10_3.mz	120	10	3	84	16	3.1904761904761907
maze120_10_4.mz	120	10	4	77	23	6.246753246753247
maze120_10_5.mz	120	10	5	86	14	5.77906976744186
maze120_10_6.mz	120	10	6	74	26	5.797297297297297
maze120_10_7.mz	120	10	7	93	7	1.5268817204301075
maze120_10_8.mz	120	10	8	17	83	13.529411764705882
maze120_10_9.mz	120	10	9	73	27	6.726027397260274
maze120_15_0.mz	120	15	0	76	24	4.302631578947368
maze120_15_1.mz	120	15	1	47	53	10.574468085106384
maze120_15_2.mz	120	15	2	58	42	9.137931034482758
maze120_15_3.mz	120	15	3	87	13	4.160919540229885
maze120_15_4.mz	120	15	4	93	7	2.5698924731182795
maze120_15_5.mz	120	15	5	49	51	10.326530612244898
maze120_15_6.mz	120	15	6	60	40	6.333333333333333
maze120_15_7.mz	120	15	7	48	52	10.6875
maze120_15_8.mz	120	15	8	35	65	11.228571428571428
maze120_15_9.mz	120	15	9	17	83	14.411764705882353
maze120_20_0.mz	120	20	0	64	36	6.328125
maze120_20_1.mz	120	20	1	72	28	4.791666666666667
maze120_20_2.mz	120	20	2	81	19	4.148148148148148
maze120_20_3.mz	120	20	3	48	52	8.6875
maze120_20_4.mz	120	20	4	13	87	19.307692307692307
maze120_20_5.mz	120	20	5	66	34	7.863636363636363
maze120_20_6.mz	120	20	6	24	76	12.458333333333334
maze120_20_7.mz	120	20	7	10	90	17.8
maze120_20_8.mz	120	20	8	51	49	7.647058823529412
maze120_20_9.mz	120	20	9	55	45	7.254545454545455
maze130_5_0.mz	130	5	0	37	63	10.621621621621621
maze130_5_1.mz	130	5	1	93	7	2.881720430107527
maze130_5_2.mz	130	5	2	58	42	9.586206896551724
maze130_5_3.mz	130	5	3	9	91	12.0
maze130_5_4.mz	130	5	4	54	46	8.222222222222221
maze130_5_5.mz	130	5	5	67	33	6.253731343283582
maze130_5_6.mz	130	5	6	64	36	7.015625
maze130_5_7.mz	130	5	7	78	22	3.730769230769231
maze130_5_8.mz	130	5	8	9	91	15.777777777777779
maze130_5_9.mz	130	5	9	17	83	11.941176470588236
maze130_10_0.mz	130	10	0	74	26	7.175675675675675
maze130_10_1.mz	130	10	1	78	22	6.6923076923076925
maze130_10_2.mz	130	10	2	63	37	8.317460317460318
maze130_10_3.mz	130	10	3	86	14	5.255813953488372
maze130_10_4.mz	130	10	4	93	7	4.913978494623656
maze130_10_5.mz	130	10	5	74	26	6.391891891891892
maze130_10_6.mz	130	10	6	45	55	10.466666666666667
maze130_10_7.mz	130	10	7	85	15	4.0
maze130_10_8.mz	130	10	8	38	62	8.789473684210526
