Mode XML Parameters
ACO
maxNumIterations	100
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	LSystem
maxNumIterations	50
eliteNumber	0
mutationRate	0.05
crossoverRate	0.6
EVA
acoImportance	0.25
agImportance	0.75
Maze	dimension	col	#	#ok	#no	avg ok
maze120_10_0.mz	120	10	0	100	0	0.43
maze120_10_1.mz	120	10	1	100	0	2.23
maze120_10_2.mz	120	10	2	100	0	2.56
maze120_10_3.mz	120	10	3	100	0	2.69
maze120_10_4.mz	120	10	4	100	0	6.0
maze120_10_5.mz	120	10	5	100	0	1.5
maze120_10_6.mz	120	10	6	98	2	8.23469387755102
maze120_10_7.mz	120	10	7	100	0	1.01
maze120_10_8.mz	120	10	8	97	3	15.257731958762887
maze120_10_9.mz	120	10	9	100	0	0.65
maze120_15_0.mz	120	15	0	100	0	1.11
maze120_15_1.mz	120	15	1	91	9	21.67032967032967
maze120_15_2.mz	120	15	2	98	2	11.224489795918368
maze120_15_3.mz	120	15	3	100	0	0.29
maze120_15_4.mz	120	15	4	100	0	0.8
maze120_15_5.mz	120	15	5	98	2	8.061224489795919
maze120_15_6.mz	120	15	6	100	0	3.03
maze120_15_7.mz	120	15	7	100	0	6.2
maze120_15_8.mz	120	15	8	95	5	18.789473684210527
maze120_15_9.mz	120	15	9	95	5	20.68421052631579
maze120_20_0.mz	120	20	0	98	2	9.591836734693878
maze120_20_1.mz	120	20	1	100	0	3.21
maze120_20_2.mz	120	20	2	100	0	1.38
maze120_20_3.mz	120	20	3	100	0	1.87
maze120_20_4.mz	120	20	4	87	13	25.344827586206897
maze120_20_5.mz	120	20	5	100	0	9.39
maze120_20_6.mz	120	20	6	99	1	17.161616161616163
maze120_20_7.mz	120	20	7	46	54	47.0
maze120_20_8.mz	120	20	8	100	0	0.96
maze120_20_9.mz	120	20	9	95	5	16.03157894736842
maze130_5_0.mz	130	5	0	100	0	0.7
maze130_5_1.mz	130	5	1	100	0	0.12
maze130_5_2.mz	130	5	2	94	6	15.47872340425532
maze130_5_3.mz	130	5	3	100	0	1.92
maze130_5_4.mz	130	5	4	94	6	18.28723404255319
maze130_5_5.mz	130	5	5	100	0	0.12
maze130_5_6.mz	130	5	6	98	2	7.295918367346939
maze130_5_7.mz	130	5	7	100	0	1.16
maze130_5_8.mz	130	5	8	33	67	47.24242424242424
maze130_5_9.mz	130	5	9	29	71	40.03448275862069
maze130_10_0.mz	130	10	0	99	1	6.6767676767676765
maze130_10_1.mz	130	10	1	99	1	12.666666666666666
maze130_10_2.mz	130	10	2	100	0	1.15
maze130_10_3.mz	130	10	3	100	0	2.58
maze130_10_4.mz	130	10	4	100	0	1.08
maze130_10_5.mz	130	10	5	98	2	2.9285714285714284
maze130_10_6.mz	130	10	6	100	0	5.25
maze130_10_7.mz	130	10	7	100	0	3.58
maze130_10_8.mz	130	10	8	99	1	7.03030303030303
maze130_10_9.mz	130	10	9	100	0	4.0
maze140_5_0.mz	140	5	0	97	3	12.958762886597938
maze140_5_1.mz	140	5	1	96	4	20.854166666666668
maze140_5_2.mz	140	5	2	86	14	23.41860465116279
maze140_5_3.mz	140	5	3	43	57	46.116279069767444
maze140_5_4.mz	140	5	4	87	13	27.413793103448278
maze140_5_5.mz	140	5	5	91	9	22.307692307692307
maze140_5_6.mz	140	5	6	63	37	38.857142857142854
maze140_5_7.mz	140	5	7	100	0	5.54
maze140_5_8.mz	140	5	8	90	10	22.333333333333332
maze140_5_9.mz	140	5	9	99	1	6.08080808080808
maze140_10_0.mz	140	10	0	37	63	38.4054054054054
maze140_10_1.mz	140	10	1	100	0	0.33
maze140_10_2.mz	140	10	2	100	0	0.94
maze140_10_3.mz	140	10	3	45	55	34.93333333333333
maze140_10_4.mz	140	10	4	92	8	20.054347826086957
maze140_10_5.mz	140	10	5	100	0	1.54
maze140_10_6.mz	140	10	6	71	29	37.61971830985915
maze140_10_7.mz	140	10	7	100	0	2.67
maze140_10_8.mz	140	10	8	100	0	1.48
maze140_10_9.mz	140	10	9	100	0	13.6
maze140_20_0.mz	140	20	0	98	2	10.204081632653061
maze140_20_1.mz	140	20	1	34	66	26.470588235294116
maze140_20_2.mz	140	20	2	97	3	16.989690721649485
maze140_20_3.mz	140	20	3	91	9	22.681318681318682
maze140_20_4.mz	140	20	4	98	2	10.387755102040817
maze140_20_5.mz	140	20	5	100	0	4.84
maze140_20_6.mz	140	20	6	100	0	2.88
maze140_20_7.mz	140	20	7	97	3	20.45360824742268
maze140_20_8.mz	140	20	8	74	26	28.594594594594593
maze140_20_9.mz	140	20	9	98	2	10.33673469387755
maze150_5_0.mz	150	5	0	96	4	19.604166666666668
maze150_5_1.mz	150	5	1	94	6	16.78723404255319
maze150_5_2.mz	150	5	2	66	34	28.363636363636363
maze150_5_3.mz	150	5	3	91	9	22.560439560439562
maze150_5_4.mz	150	5	4	23	77	43.91304347826087
maze150_5_5.mz	150	5	5	98	2	9.846938775510203
maze150_5_6.mz	150	5	6	46	54	39.23913043478261
maze150_5_7.mz	150	5	7	73	27	25.246575342465754
maze150_5_8.mz	150	5	8	92	8	15.032608695652174
maze150_5_9.mz	150	5	9	76	24	28.80263157894737
maze150_10_0.mz	150	10	0	89	11	33.01123595505618
maze150_10_1.mz	150	10	1	51	49	40.35294117647059
maze150_10_2.mz	150	10	2	92	8	18.043478260869566
maze150_10_3.mz	150	10	3	100	0	2.78
maze150_10_4.mz	150	10	4	100	0	5.71
maze150_10_5.mz	150	10	5	100	0	1.45
maze150_10_6.mz	150	10	6	100	0	6.8
maze150_10_7.mz	150	10	7	95	5	14.968421052631578
maze150_10_8.mz	150	10	8	97	3	12.371134020618557
maze150_10_9.mz	150	10	9	95	5	13.178947368421053
maze150_15_0.mz	150	15	0	79	21	24.620253164556964
maze150_15_1.mz	150	15	1	99	1	10.252525252525253
maze150_15_2.mz	150	15	2	97	3	15.896907216494846
maze150_15_3.mz	150	15	3	99	1	9.545454545454545
maze150_15_4.mz	150	15	4	100	0	7.27
maze150_15_5.mz	150	15	5	100	0	4.87
maze150_15_6.mz	150	15	6	99	1	6.303030303030303
maze150_15_7.mz	150	15	7	100	0	1.38
maze150_15_8.mz	150	15	8	59	41	29.8135593220339
maze150_15_9.mz	150	15	9	100	0	3.25
maze160_5_0.mz	160	5	0	73	27	30.027397260273972
maze160_5_1.mz	160	5	1	99	1	10.141414141414142
maze160_5_2.mz	160	5	2	28	72	47.857142857142854
maze160_5_3.mz	160	5	3	31	69	40.516129032258064
maze160_5_4.mz	160	5	4	45	55	39.53333333333333
maze160_5_5.mz	160	5	5	88	12	24.193181818181817
maze160_5_6.mz	160	5	6	38	62	43.421052631578945
maze160_5_7.mz	160	5	7	94	6	16.93617021276596
maze160_5_8.mz	160	5	8	93	7	17.688172043010752
maze160_5_9.mz	160	5	9	100	0	11.95
maze160_10_0.mz	160	10	0	92	8	20.16304347826087
maze160_10_1.mz	160	10	1	100	0	9.38
maze160_10_2.mz	160	10	2	100	0	2.69
maze160_10_3.mz	160	10	3	98	2	11.581632653061224
maze160_10_4.mz	160	10	4	81	19	30.691358024691358
maze160_10_5.mz	160	10	5	47	53	38.91489361702128
maze160_10_6.mz	160	10	6	90	10	29.11111111111111
maze160_10_7.mz	160	10	7	100	0	1.66
maze160_10_8.mz	160	10	8	71	29	30.12676056338028
maze160_10_9.mz	160	10	9	97	3	17.61855670103093
maze160_20_0.mz	160	20	0	51	49	36.745098039215684
maze160_20_1.mz	160	20	1	99	1	11.232323232323232
maze160_20_2.mz	160	20	2	21	79	42.904761904761905
maze160_20_3.mz	160	20	3	90	10	26.57777777777778
maze160_20_4.mz	160	20	4	100	0	0.65
maze160_20_5.mz	160	20	5	100	0	8.01
maze160_20_6.mz	160	20	6	82	18	26.121951219512194
maze160_20_7.mz	160	20	7	9	91	42.44444444444444
maze160_20_8.mz	160	20	8	14	86	37.07142857142857
maze160_20_9.mz	160	20	9	100	0	4.58
maze170_5_0.mz	170	5	0	95	5	16.273684210526316
maze170_5_1.mz	170	5	1	54	46	36.666666666666664
maze170_5_2.mz	170	5	2	67	33	29.119402985074625
maze170_5_3.mz	170	5	3	97	3	10.927835051546392
maze170_5_4.mz	170	5	4	7	93	44.714285714285715
maze170_5_5.mz	170	5	5	100	0	2.91
maze170_5_6.mz	170	5	6	83	17	26.93975903614458
maze170_5_7.mz	170	5	7	71	29	34.28169014084507
maze170_5_8.mz	170	5	8	99	1	5.636363636363637
maze170_5_9.mz	170	5	9	40	60	43.45
maze170_10_0.mz	170	10	0	100	0	5.28
maze170_10_1.mz	170	10	1	95	5	16.86315789473684
maze170_10_2.mz	170	10	2	44	56	47.18181818181818
maze170_10_3.mz	170	10	3	23	77	36.65217391304348
maze170_10_4.mz	170	10	4	100	0	6.49
maze170_10_5.mz	170	10	5	22	78	34.77272727272727
maze170_10_6.mz	170	10	6	100	0	5.3
maze170_10_7.mz	170	10	7	90	10	28.61111111111111
maze170_10_8.mz	170	10	8	80	20	30.825
maze170_10_9.mz	170	10	9	100	0	1.01
maze180_5_0.mz	180	5	0	93	7	18.602150537634408
maze180_5_1.mz	180	5	1	3	97	51.333333333333336
maze180_5_2.mz	180	5	2	41	59	39.951219512195124
maze180_5_3.mz	180	5	3	28	72	42.464285714285715
maze180_5_4.mz	180	5	4	100	0	4.86
maze180_5_5.mz	180	5	5	7	93	58.57142857142857
maze180_5_6.mz	180	5	6	47	53	44.212765957446805
maze180_5_7.mz	180	5	7	51	49	42.09803921568628
maze180_5_8.mz	180	5	8	33	67	41.15151515151515
maze180_5_9.mz	180	5	9	68	32	36.455882352941174
maze180_10_0.mz	180	10	0	40	60	34.875
maze180_10_1.mz	180	10	1	95	5	17.221052631578946
maze180_10_2.mz	180	10	2	36	64	40.22222222222222
maze180_10_3.mz	180	10	3	100	0	5.47
maze180_10_4.mz	180	10	4	81	19	30.80246913580247
maze180_10_5.mz	180	10	5	99	1	9.414141414141413
maze180_10_6.mz	180	10	6	100	0	2.5
maze180_10_7.mz	180	10	7	84	16	19.75
maze180_10_8.mz	180	10	8	96	4	19.947916666666668
maze180_10_9.mz	180	10	9	61	39	39.39344262295082
maze180_15_0.mz	180	15	0	0	100	NaN
maze180_15_1.mz	180	15	1	92	8	20.391304347826086
maze180_15_2.mz	180	15	2	26	74	37.92307692307692
maze180_15_3.mz	180	15	3	100	0	0.42
maze180_15_4.mz	180	15	4	47	53	38.680851063829785
maze180_15_5.mz	180	15	5	98	2	13.010204081632653
maze180_15_6.mz	180	15	6	63	37	36.476190476190474
maze180_15_7.mz	180	15	7	98	2	11.010204081632653
maze180_15_8.mz	180	15	8	100	0	0.54
maze180_15_9.mz	180	15	9	100	0	9.35
maze180_20_0.mz	180	20	0	56	44	28.053571428571427
maze180_20_1.mz	180	20	1	56	44	38.92857142857143
maze180_20_2.mz	180	20	2	3	97	55.0
maze180_20_3.mz	180	20	3	24	76	48.333333333333336
maze180_20_4.mz	180	20	4	85	15	25.023529411764706
maze180_20_5.mz	180	20	5	99	1	13.808080808080808
maze180_20_6.mz	180	20	6	99	1	6.707070707070707
maze180_20_7.mz	180	20	7	27	73	54.629629629629626
maze180_20_8.mz	180	20	8	2	98	19.0
maze180_20_9.mz	180	20	9	50	50	37.74
maze190_5_0.mz	190	5	0	14	86	46.714285714285715
maze190_5_1.mz	190	5	1	97	3	13.494845360824742
maze190_5_2.mz	190	5	2	21	79	46.714285714285715
maze190_5_3.mz	190	5	3	94	6	15.02127659574468
maze190_5_4.mz	190	5	4	52	48	42.23076923076923
maze190_5_5.mz	190	5	5	59	41	34.05084745762712
maze190_5_6.mz	190	5	6	44	56	35.93181818181818
maze190_5_7.mz	190	5	7	75	25	39.70666666666666
maze190_5_8.mz	190	5	8	97	3	13.463917525773196
maze190_5_9.mz	190	5	9	93	7	21.591397849462364
maze190_10_0.mz	190	10	0	100	0	3.93
maze190_10_1.mz	190	10	1	97	3	13.412371134020619
maze190_10_2.mz	190	10	2	89	11	19.84269662921348
maze190_10_3.mz	190	10	3	100	0	13.28
maze190_10_4.mz	190	10	4	27	73	43.55555555555556
maze190_10_5.mz	190	10	5	97	3	13.855670103092784
maze190_10_6.mz	190	10	6	52	48	39.40384615384615
maze190_10_7.mz	190	10	7	100	0	1.07
maze190_10_8.mz	190	10	8	3	97	39.666666666666664
maze190_10_9.mz	190	10	9	25	75	35.48
