Mode XML Parameters
ACO
maxNumIterations	50
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze80_20_7.mz	80	20	7	33	67	16.393939393939394
maze80_20_8.mz	80	20	8	61	39	13.01639344262295
maze80_20_9.mz	80	20	9	23	77	19.869565217391305
maze90_5_0.mz	90	5	0	55	45	12.49090909090909
maze90_5_1.mz	90	5	1	3	97	23.333333333333332
maze90_5_2.mz	90	5	2	70	30	10.442857142857143
maze90_5_3.mz	90	5	3	40	60	9.05
maze90_5_4.mz	90	5	4	80	20	6.6375
maze90_5_5.mz	90	5	5	78	22	7.833333333333333
maze90_5_6.mz	90	5	6	93	7	3.3548387096774195
maze90_5_7.mz	90	5	7	61	39	12.918032786885245
maze90_5_8.mz	90	5	8	54	46	7.814814814814815
maze90_5_9.mz	90	5	9	24	76	15.333333333333334
maze90_10_0.mz	90	10	0	92	8	3.641304347826087
maze90_10_1.mz	90	10	1	90	10	3.911111111111111
maze90_10_2.mz	90	10	2	96	4	4.15625
maze90_10_3.mz	90	10	3	77	23	7.714285714285714
maze90_10_4.mz	90	10	4	76	24	9.052631578947368
maze90_10_5.mz	90	10	5	47	53	14.0
maze90_10_6.mz	90	10	6	97	3	1.3195876288659794
maze90_10_7.mz	90	10	7	79	21	8.481012658227849
maze90_10_8.mz	90	10	8	63	37	8.714285714285714
maze90_10_9.mz	90	10	9	44	56	11.909090909090908
maze90_15_0.mz	90	15	0	93	7	3.032258064516129
maze90_15_1.mz	90	15	1	91	9	3.2967032967032965
maze90_15_2.mz	90	15	2	88	12	3.9204545454545454
maze90_15_3.mz	90	15	3	83	17	7.0120481927710845
maze90_15_4.mz	90	15	4	91	9	6.175824175824176
maze90_15_5.mz	90	15	5	74	26	8.135135135135135
maze90_15_6.mz	90	15	6	15	85	20.266666666666666
maze90_15_7.mz	90	15	7	88	12	5.511363636363637
maze90_15_8.mz	90	15	8	90	10	2.4444444444444446
maze90_15_9.mz	90	15	9	93	7	4.795698924731183
maze100_5_0.mz	100	5	0	40	60	9.225
maze100_5_1.mz	100	5	1	37	63	15.18918918918919
maze100_5_2.mz	100	5	2	14	86	21.857142857142858
maze100_5_3.mz	100	5	3	56	44	11.642857142857142
maze100_5_4.mz	100	5	4	64	36	9.671875
maze100_5_5.mz	100	5	5	94	6	3.5
maze100_5_6.mz	100	5	6	63	37	9.26984126984127
maze100_5_7.mz	100	5	7	37	63	18.675675675675677
maze100_5_8.mz	100	5	8	73	27	7.342465753424658
maze100_5_9.mz	100	5	9	25	75	15.28
maze100_10_0.mz	100	10	0	83	17	6.481927710843373
maze100_10_1.mz	100	10	1	73	27	5.178082191780822
maze100_10_2.mz	100	10	2	59	41	9.135593220338983
maze100_10_3.mz	100	10	3	78	22	6.282051282051282
maze100_10_4.mz	100	10	4	96	4	0.8854166666666666
maze100_10_5.mz	100	10	5	93	7	4.731182795698925
maze100_10_6.mz	100	10	6	94	6	3.0425531914893615
maze100_10_7.mz	100	10	7	16	84	21.5625
maze100_10_8.mz	100	10	8	97	3	3.7731958762886597
maze100_10_9.mz	100	10	9	19	81	17.36842105263158
