Mode XML Parameters
ACO
maxNumIterations	100
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	Simple
maxNumIterations	50
eliteNumber	0
mutationRate	0.05
crossoverRate	0.6
EVA
acoImportance	0.75
agImportance	0.25
Maze	dimension	col	#	#ok	#no	avg ok
maze170_10_1.mz	170	10	1	44	56	35.88636363636363
maze170_10_2.mz	170	10	2	40	60	40.7
maze170_10_3.mz	170	10	3	0	100	NaN
maze170_10_4.mz	170	10	4	99	1	5.505050505050505
maze170_10_5.mz	170	10	5	1	99	7.0
maze170_10_6.mz	170	10	6	96	4	6.177083333333333
maze170_10_7.mz	170	10	7	66	34	25.181818181818183
maze170_10_8.mz	170	10	8	71	29	19.154929577464788
maze170_10_9.mz	170	10	9	100	0	6.41
maze180_5_0.mz	180	5	0	11	89	29.545454545454547
maze180_5_1.mz	180	5	1	28	72	48.785714285714285
maze180_5_2.mz	180	5	2	37	63	31.2972972972973
maze180_5_3.mz	180	5	3	23	77	39.26086956521739
maze180_5_4.mz	180	5	4	1	99	22.0
maze180_5_5.mz	180	5	5	7	93	38.857142857142854
maze180_5_6.mz	180	5	6	39	61	31.102564102564102
maze180_5_7.mz	180	5	7	41	59	30.048780487804876
maze180_5_8.mz	180	5	8	3	97	45.0
maze180_5_9.mz	180	5	9	11	89	45.90909090909091
maze180_10_0.mz	180	10	0	28	72	45.214285714285715
maze180_10_1.mz	180	10	1	85	15	13.870588235294118
maze180_10_2.mz	180	10	2	45	55	30.2
maze180_10_3.mz	180	10	3	95	5	18.073684210526316
maze180_10_4.mz	180	10	4	48	52	29.708333333333332
maze180_10_5.mz	180	10	5	90	10	11.744444444444444
maze180_10_6.mz	180	10	6	93	7	10.903225806451612
maze180_10_7.mz	180	10	7	47	53	20.74468085106383
maze180_10_8.mz	180	10	8	83	17	22.373493975903614
maze180_10_9.mz	180	10	9	33	67	35.696969696969695
maze180_15_0.mz	180	15	0	0	100	NaN
maze180_15_1.mz	180	15	1	52	48	26.115384615384617
maze180_15_2.mz	180	15	2	22	78	31.40909090909091
maze180_15_3.mz	180	15	3	100	0	5.05
maze180_15_4.mz	180	15	4	15	85	41.8
maze180_15_5.mz	180	15	5	95	5	11.610526315789473
maze180_15_6.mz	180	15	6	60	40	32.1
maze180_15_7.mz	180	15	7	85	15	15.329411764705883
maze180_15_8.mz	180	15	8	100	0	0.68
maze180_15_9.mz	180	15	9	94	6	15.712765957446809
maze180_20_0.mz	180	20	0	42	58	35.404761904761905
maze180_20_1.mz	180	20	1	22	78	29.136363636363637
maze180_20_2.mz	180	20	2	3	97	21.333333333333332
maze180_20_3.mz	180	20	3	3	97	57.333333333333336
maze180_20_4.mz	180	20	4	24	76	39.458333333333336
maze180_20_5.mz	180	20	5	64	36	25.03125
maze180_20_6.mz	180	20	6	97	3	8.24742268041237
maze180_20_7.mz	180	20	7	7	93	40.857142857142854
maze180_20_8.mz	180	20	8	5	95	43.4
maze180_20_9.mz	180	20	9	43	57	33.325581395348834
maze190_5_0.mz	190	5	0	6	94	36.666666666666664
